ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"92.45.52.103","elite","AS34984","TR","Tellcom Iletisim Hizmetleri A.S.","N/A","Torosuniversitesi","5678","socks4","33","397","2021-08-31T11:01:40.784Z","0","0","1"
"14.102.12.113","elite","AS18002","IN","WORLDPHONE","273","N/A","5678","socks4","64","563","2021-08-31T11:01:40.005Z","100","1","1"
"139.0.15.218","elite","AS9905","ID","PT. First Media, Tbk","203","N/A","4145","socks4","37","1","2021-08-31T11:01:40.723Z","100","1","1"
"92.241.66.106","elite","AS15491","GE","JSC \"Silknet\"","N/A","Wanex Network","5678","socks4","34","1","2021-08-31T11:01:40.141Z","0","0","1"
"69.61.200.104","elite","AS6181","US","Fuse Internet Access","126","Maximum Communications","36181","socks4","34","4437","2021-08-31T11:01:40.652Z","100","1","1"
"185.103.14.155","elite","AS25281","LB","MTM s.a.r.l","191","MTM","4153","socks4","42","1054","2021-08-31T11:01:40.041Z","100","1","1"
"114.242.116.62","elite","AS4808","CN","China Unicom Beijing Province Network","186","N/A","4145","socks4","61","1382","2021-08-31T11:01:40.344Z","100","1","1"
"84.232.255.144","elite","AS8708","RO","RCS & RDS","181","RCS & RDS Business","5678","socks4","64","364","2021-08-31T11:01:40.596Z","100","1","1"
"103.120.38.121","elite","AS138024","BD","Md. Yusuf Ahmed","N/A","N/A","5678","socks4","43","481","2021-08-31T11:01:40.063Z","0","0","1"
"210.210.129.58","elite","AS4787","ID","PT. Cyberindo Aditama","211","N/A","5678","socks4","35","458","2021-08-31T11:01:40.096Z","100","1","1"
"185.104.157.114","elite","AS200485","IQ","Nass Al Iraq Company for General Trading and Technical Solution and Training Lt","236","Broadband Subscribers","5678","socks4","35","481","2021-08-31T11:01:40.910Z","100","1","1"
"217.219.179.59","elite","AS58224","IR","DCI","290","Medical Science Univercity Of Golestan","4153","socks4","35","30002","2021-08-31T11:01:40.536Z","100","1","1"
"49.156.37.34","elite","AS24492","KH","WiCAM Corporation Ltd","191","WiCAM Corporation Ltd.","5678","socks4","48","394","2021-08-31T11:01:39.029Z","100","1","1"
"154.126.176.4","elite","AS36905","CM","Creolink Communications","245","Creolink Communications LTD","5678","socks4","34","499","2021-08-31T11:01:39.254Z","100","1","1"
"103.83.109.231","elite","AS45117","IN","INPL's","N/A","N/A","4145","socks4","34","540","2021-08-31T11:01:39.579Z","0","0","1"
"185.9.139.51","elite","AS59955","LB","Advanced Broadband Services S.A.L","193","Advanced Broadband Services S.A.L","5678","socks4","34","419","2021-08-31T11:01:39.093Z","100","1","1"
"185.34.17.66","elite","AS21277","IQ","Rey Telecom Company","213","Rey Telecom Company","5678","socks4","63","873","2021-08-31T11:01:39.884Z","100","1","1"
"82.77.139.228","elite","AS8708","RO","RCS & RDS","189","RCS & RDS Business","4153","socks4","33","441","2021-08-31T11:01:39.192Z","100","1","1"
"202.158.30.226","elite","AS4787","ID","PT. Cyberindo Aditama","190","N/A","5678","socks4","37","394","2021-08-31T11:01:39.515Z","100","1","1"
"91.220.205.89","elite","AS197447","PL","FHUTesco","247","ITTMEDIA Telecom, Marcin Lubelski","5678","socks4","34","554","2021-08-31T11:01:39.017Z","100","1","1"
"164.160.8.242","elite","AS328196","LR","PowerNet Liberia","275","N/A","5678","socks4","34","558","2021-08-31T11:01:39.752Z","100","1","1"
"176.98.156.64","elite","AS57396","RU","PE Aliev Magomed Kadievich","254","IzberbashRoute","4145","socks4","37","1029","2021-08-31T11:01:39.789Z","100","1","1"
"177.38.244.1","elite","AS52974","BR","Henet Telecomunicacoes Ltda","207","Lourivaldo Freitas Santos","5678","socks4","36","421","2021-08-31T11:01:39.336Z","100","1","1"
"185.66.57.106","elite","AS200509","ES","Solucions Valencianes i Noves Tecnologies SL","N/A","Solucions Valencianes i Noves Tecnologies SL","42647","socks4","61","30002","2021-08-31T11:01:39.656Z","0","0","1"
"80.248.77.73","elite","AS30982","US","Internet Numbers Authority","265","Internet Numbers Authority","5678","socks4","34","492","2021-08-31T11:01:39.859Z","100","1","1"
"151.0.193.38","elite","AS12874","IT","Fastweb SpA","238","Fastweb Facegroup DI Fortunato Davide","5678","socks4","67","1","2021-08-31T11:01:39.343Z","100","1","1"
"43.245.95.166","elite","AS55427","NP","BroadLink Networks and Communications","291","N/A","3306","socks4","60","7654","2021-08-31T11:01:39.808Z","100","1","1"
"91.218.85.165","elite","AS51341","RU","GCS","192","Gigacom Systems Ltd","5678","socks4","34","396","2021-08-31T11:01:38.349Z","100","1","1"
"103.136.24.28","elite","AS38750","ID","Telemedia Dinamika Sarana","181","N/A","5678","socks4","52","420","2021-08-31T11:01:38.176Z",,,
"146.196.122.33","elite","AS133285","IN","CNS Infotel Services Pvt. Ltd.","271","CNS Infotel Services Pvt. Ltd.","5678","socks4","70","579","2021-08-31T11:01:38.416Z","100","1","1"
"103.209.230.185","elite","AS135115","BD","WIMS1","278","N/A","4153","socks4","34","1","2021-08-31T11:01:38.802Z","100","1","1"
"202.154.190.174","elite","AS9422","ID","PT SOLNET INDONESIA","173","Solnet","5678","socks4","63","360","2021-08-31T11:01:38.233Z","100","1","1"
"103.19.229.138","elite","AS132668","ID","PT Bali Towerindo Sentra","197","N/A","5678","socks4","36","445","2021-08-31T11:01:38.406Z","100","1","1"
"138.59.222.15","elite","AS264127","BR","EMITEL - Empresa de Informatica e Telecom. LTDA","195","EMITEL - Empresa de Informatica e Telecom. LTDA","5678","socks4","98","1","2021-08-31T11:01:38.490Z","100","1","1"
"103.120.200.233","elite","AS63526","BD","Carnival Internet","256","N/A","5678","socks4","37","546","2021-08-31T11:01:38.804Z","100","1","1"
"164.163.221.4","elite","AS267455","BR","Fibracom Telecomunicacoes E Servicos Eireli - ME","229","Fibracom Telecomunicacoes E Servicos Eireli - ME","5678","socks4","39","30002","2021-08-31T11:01:38.805Z","100","1","1"
"185.136.150.137","elite","AS206206","IQ","Kurdistan Net 1","210","N/A","5678","socks4","34","900","2021-08-31T11:01:38.579Z","100","1","1"
"201.184.176.130","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","109","EPM Telecomunicaciones S.A. E.S.P","5678","socks4","33","221","2021-08-31T11:01:38.204Z","100","1","1"
"202.162.219.10","elite","AS9341","ID","PT Indonesia Comnets Plus","200","N/A","1080","socks4","35","410","2021-08-31T11:01:38.923Z","100","1","1"
"185.136.151.226","elite","AS206206","IQ","Kurdistan Net 19","221","N/A","5678","socks4","44","437","2021-08-31T11:01:38.509Z","100","1","1"
"185.47.65.91","elite","AS60191","PL","NOWATEL Sp. z o.o","185","NOWATEL Sp. z o.o.","5678","socks4","59","418","2021-08-31T11:01:38.139Z","100","1","1"
"201.131.181.252","elite","AS61821","BR","PR CONNECT","196","PR CONNECT","5678","socks4","55","414","2021-08-31T11:01:37.029Z","100","1","1"
"201.17.16.60","elite","AS28573","BR","Claro S.A.","175","Claro S.A","5678","socks4","48","1","2021-08-31T11:01:37.688Z","100","1","1"
"103.129.233.27","elite","AS137627","IN","Nextel Communications India Pvt Ltd","259","Nextel Communications India Pvt Ltd","5678","socks4","88","N/A","2021-08-31T11:01:37.084Z",,,
"197.248.238.154","elite","AS37061","KE","Safaricom Limited","310","Safaricom Limited","5678","socks4","43","630","2021-08-31T11:01:37.451Z","100","1","1"
"190.80.27.33","elite","AS19863","GY","Guyana Telephone & Telegraph Co.","144","Global Access","5678","socks4","48","292","2021-08-31T11:01:37.043Z","100","1","1"
"190.13.84.212","elite","AS262186","CO","TV AZTECA SUCURSAL COLOMBIA","139","TV AZTECA SUCURSAL COLOMBIA","4153","socks4","51","281","2021-08-31T11:01:37.569Z","100","1","1"
"103.211.8.117","elite","AS135691","IN","Cloudlasers Broadband","226","N/A","52616","socks4","34","1","2021-08-31T11:01:37.715Z","100","1","1"
"139.255.103.106","elite","AS9905","ID","PT. LINKNET","191","N/A","5678","socks4","34","374","2021-08-31T11:01:37.572Z","100","1","1"
"73.85.126.136","elite","AS7922","US","Comcast Cable Communications","N/A","Comcast IP Services, L.L.C.","5678","socks4","50","358","2021-08-31T11:01:37.590Z","0","0","1"
"149.255.82.228","elite","AS198002","CZ","FDLnet.CZ, s.r.o.","170","FDLnet.CZ, s.r.o","5678","socks4","45","380","2021-08-31T11:01:37.221Z","100","1","1"
"201.131.215.88","elite","AS61800","BR","Utinga Net","191","N/A","5678","socks4","63","1","2021-08-31T11:01:37.240Z","100","1","1"
"190.4.185.170","elite","AS11081","CW","United Telecommunication Services","131","United Telecommunication Services","3629","socks4","55","270","2021-08-31T11:01:37.774Z","100","1","1"
"102.69.145.17","elite","AS328451","NG","IP Express Ltd","248","N/A","5678","socks4","37","513","2021-08-31T11:01:37.777Z","100","1","1"
"78.136.120.77","elite","AS29119","ES","ServiHosting Networks S.L.","180","Radio Television Indalo S.L.","5678","socks4","91","421","2021-08-31T11:01:37.140Z","100","1","1"
"91.250.30.189","elite","AS6712","UA","Leased line ISP Format","242","NVP Format Ltd.","5678","socks4","36","508","2021-08-31T11:01:37.987Z","100","1","1"
"154.120.209.142","elite","AS30844","ZW","LIQUID-SATHUB","922","N/A","5678","socks4","77","1","2021-08-31T11:01:37.535Z","100","1","1"
"216.21.161.185","elite","AS16591","US","Google Fiber Inc.","17","Google Fiber Inc","5678","socks4","51","42","2021-08-31T11:01:37.741Z","100","1","1"
"200.0.247.242","elite","AS10834","AR","Telefonica de Argentina","388","Smart S.A","5678","socks4","34","1","2021-08-31T11:01:37.391Z","100","1","1"
"185.78.18.34","elite","AS43648","IT","Stiadsl S.R.L","275","N/A","5678","socks4","50","481","2021-08-31T11:01:37.458Z","100","1","1"
"201.190.210.73","elite","AS28075","AR","Arlink S.A.","227","Arlink S.A","4153","socks4","34","503","2021-08-31T11:01:36.272Z","100","1","1"
"118.174.14.65","elite","AS131293","TH","TOT Public Company Limited","214","TOT Public Company Limited","44336","socks4","55","N/A","2021-08-31T11:01:36.128Z",,,
"200.106.200.125","elite","AS271270","BR","Costa Net","241","Costa","5678","socks4","35","5002","2021-08-31T11:01:36.561Z",,,
"46.63.81.195","elite","AS51784","UA","X-city Customers and Private","181","N/A","4145","socks4","54","1","2021-08-31T11:01:36.360Z","100","1","1"
"185.126.47.75","elite","AS57778","LB","Elie Achkar trading as Micro Smart System","193","Micro Smart System","5678","socks4","35","381","2021-08-31T11:01:36.137Z","100","1","1"
"47.106.187.166","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","170","Aliyun Computing Co., LTD","6111","socks4","63","1","2021-08-31T11:01:36.695Z","100","1","1"
"85.133.130.18","elite","AS39074","IR","Sepanta Yazd Wireless","246","N/A","5678","socks4","115","515","2021-08-31T11:01:36.375Z","100","1","1"
"103.96.13.57","elite","AS136654","IN","Krishna Broadband","257","N/A","5678","socks4","44","552","2021-08-31T11:01:36.814Z","100","1","1"
"213.136.89.190","elite","AS51167","DE","Contabo GmbH","166","Contabo GmbH","12489","socks4","37","1","2021-08-31T11:01:36.277Z","94","76","81"
"177.125.222.11","elite","AS14457","BR","Radins TelecomunicaÔÔes","182","Radins Telecomunicações","5678","socks4","36","375","2021-08-31T11:01:36.469Z","100","1","1"
"43.247.137.12","elite","AS55352","IN","Microscan Entertainment Pvt. Ltd","235","Microscan Entertainment Pvt. Ltd","5678","socks4","53","475","2021-08-31T11:01:36.126Z","100","1","1"
"103.130.143.34","elite","AS138340","KH","Esurfing Technology Co.ltd","191","Esurfing Technology Co.ltd","5678","socks4","34","1","2021-08-31T11:01:36.416Z","100","1","1"
"179.106.168.46","elite","AS263423","BR","Protel NET Telecom Ltda. - ME","203","Protel NET Telecom Ltda. - ME","5678","socks4","84","1","2021-08-31T11:01:36.670Z","100","1","1"
"92.113.181.244","elite","AS6849","UA","UKRTELECOM","202","JSC Ukrtelecom","5678","socks4","35","410","2021-08-31T11:01:36.493Z","100","1","1"
"74.115.72.19","elite","AS36100","US","MTC Broadband, Inc.","90","MTC Broadband, Inc.","5678","socks4","34","1","2021-08-31T11:01:36.878Z","100","1","1"
"185.118.24.118","elite","AS13044","LB","Aoun Networks","186","N/A","5678","socks4","57","1","2021-08-31T11:01:36.465Z","100","1","1"
"179.60.80.57","elite","AS27901","CL","Pacifico Cable SPA.","182","Pacifico Cable SPA","5678","socks4","63","1","2021-08-31T11:01:36.067Z","100","1","1"
"181.10.21.114","elite","AS7303","AR","Telecom Argentina S.A.","205","Quality Game S.A","5678","socks4","57","413","2021-08-31T11:01:36.870Z","100","1","1"
"38.131.10.27","elite","AS263237","CL","PowerHost Telecom SPA","167","Cogent Communications","5678","socks4","134","351","2021-08-31T11:01:36.257Z","100","1","1"
"80.71.112.100","elite","AS24631","IR","Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS","238","Fanaptelecom Network","55243","socks4","34","15755","2021-08-31T11:01:36.357Z","100","1","1"
"186.64.81.5","elite","AS27953","AR","Nodosud S.A","187","Nodosud S.A","5678","socks4","58","437","2021-08-31T11:01:36.467Z","100","1","1"
"119.42.113.202","elite","AS131090","TH","CAT-BB","N/A","N/A","5678","socks4","63","432","2021-08-31T11:01:35.139Z",,,
"81.91.152.58","elite","AS206065","IR","Farabord Dadeh Haye Iranian Co.","244","FDI FB I","5678","socks4","39","1","2021-08-31T11:01:35.577Z","100","1","1"
"116.90.234.238","elite","AS24550","NP","WEBSURFER","276","Websurfer Nepal Communication System Pvt. Ltd","5678","socks4","34","559","2021-08-31T11:01:35.450Z","100","1","1"
"82.117.239.229","elite","AS34248","UA","Company group \"Velton.Telecom\"","194","N/A","5678","socks4","37","414","2021-08-31T11:01:35.447Z","100","1","1"
"177.105.232.5","elite","AS262313","BR","Internet Pinheirense Ltda - ME","198","Internet Pinheirense Ltda - ME","4153","socks4","40","1687","2021-08-31T11:01:35.763Z","100","1","1"
"185.81.23.139","elite","AS201237","HU","OLS STATIC","175","N/A","5678","socks4","38","363","2021-08-31T11:01:35.393Z","100","1","1"
"178.72.192.46","elite","AS41046","CZ","Nejcz Internethome","274","Nej.cz s.r.o.","5678","socks4","39","1582","2021-08-31T11:01:35.873Z","100","1","1"
"139.5.135.113","elite","AS134552","BD","Geotel Bangladesh IT Ltd","267","Geotel Bangladesh IT Ltd","5678","socks4","85","3594","2021-08-31T11:01:35.737Z","100","1","1"
"85.105.83.125","elite","AS47331","TR","TurkTelecom","195","Turk Telekomunikasyon A.S","4153","socks4","40","415","2021-08-31T11:01:35.227Z","100","1","1"
"185.140.103.189","elite","AS203272","PL","Daniel Wojda trading as Netservice","200","Netservice Customers2","5678","socks4","49","30004","2021-08-31T11:01:35.138Z","100","1","1"
"185.113.6.254","elite","AS197063","DE","PfalzConnect GmbH","162","RZKH GmbH","4145","socks4","35","330","2021-08-31T11:01:35.735Z","100","1","1"
"113.162.84.218","elite","AS45899","VN","VietNam Post and Telecom Corporation","177","Vietnam Posts and Telecommunications Group","1080","socks4","51","364","2021-08-31T11:01:35.472Z","100","1","1"
"190.153.243.70","elite","AS14259","CL","Gtd Internet S.A.","175","Gtd Internet S.A","5678","socks4","34","346","2021-08-31T11:01:35.270Z","100","1","1"
"89.46.235.200","elite","AS39531","RO","Alter-NET SRL","198","SC Alter-NET SRL","4153","socks4","39","397","2021-08-31T11:01:35.503Z","100","1","1"
"186.251.255.217","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","200","Seanet Telecom Carazinho Eireli","31337","socks4","58","1438","2021-08-31T11:01:35.414Z","100","1","1"
"139.159.118.14","elite","AS63199","US","Capitalonline Data Service Co., LTD","40","CNISP-Union Technology (Beijing) Co., Ltd","5678","socks4","63","99","2021-08-31T11:01:35.716Z","100","1","1"
"91.203.114.68","elite","AS25183","UA","FreeRide","195","TOV N-Tema","5678","socks4","35","487","2021-08-31T11:01:34.234Z","100","1","1"
"103.134.56.86","elite","AS138600","BD","Pallab Miatra","261","Bangladesh Submarine Cable Company Limited","4153","socks4","38","N/A","2021-08-31T11:01:34.392Z",,,
"47.106.187.183","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","175","Aliyun Computing Co., LTD","6111","socks4","43","176","2021-08-31T11:01:34.678Z","100","1","1"
"117.202.20.68","elite","AS9829","IN","BSNL Internet","273","NIB","1088","socks4","34","3590","2021-08-31T11:01:34.528Z","100","1","1"
"211.24.95.49","elite","AS9930","MY","TT DOTCOM SDN BHD","196","TT DOTCOM SDN BHD","53598","socks4","38","403","2021-08-31T11:01:34.177Z","100","1408","1412"
"8.26.75.100","elite","AS3356","US","Level 3 Communications, Inc.","97","Level 3, LLC","5678","socks4","102","236","2021-08-31T11:01:34.706Z","100","1","1"
"185.252.43.240","elite","AS34984","TR","Tellcom Iletisim Hizmetleri A.S.","208","Adnet4","5678","socks4","53","442","2021-08-31T11:01:34.715Z","100","1","1"
"91.222.198.71","elite","AS57474","IR","Nazhin Sepahan IT and data processing plc","N/A","Computer research center of Islamic seminary of Isfahan","5678","socks4","48","1","2021-08-31T11:01:34.116Z","0","0","1"
"91.235.245.235","elite","AS57843","RU","InterLogica Ltd.","178","InterLogica Ltd.","1080","socks4","43","368","2021-08-31T11:01:34.315Z","100","1","1"
"91.192.32.206","elite","AS47232","CZ","ISP Alliance a.s.","172","GRAPE SC","5678","socks4","56","1","2021-08-31T11:01:34.947Z","100","1","1"
"117.212.90.142","elite","AS9829","IN","BSNL Internet","394","N/A","5678","socks4","34","605","2021-08-31T11:01:34.508Z","100","1","1"
"93.180.220.62","elite","AS203217","IQ","Horizon Scope Mobile Telecom WLL","261","Horizon Scope Mobile Telecom WLL","5678","socks4","48","536","2021-08-31T11:01:34.921Z","100","1","1"
"91.202.79.10","elite","AS44584","RU","PTLINE","236","Progress Tehnologiya LLC","3629","socks4","34","3510","2021-08-31T11:01:34.801Z","100","1","1"
"190.4.204.163","elite","AS16629","CL","CTC. CORP S.A. (TELEFONICA EMPRESAS)","200","Telefonica Movil De Chile S.A","4145","socks4","46","367","2021-08-31T11:01:34.645Z","100","1","1"
"146.196.122.100","elite","AS133285","IN","CNS Infotel Services Pvt. Ltd.","270","CNS Infotel Services Pvt. Ltd.","5678","socks4","34","569","2021-08-31T11:01:34.452Z","100","1","1"
"84.241.9.233","elite","AS31549","IR","SHATEL DSL Network","475","Arya Rasana Tadbir Co.","5678","socks4","36","494","2021-08-31T11:01:34.923Z","100","1","1"
"45.130.96.163","elite","AS57704","IL","SpeedClick for Information Technology and Communication Ltd","218","SpeedClick Information Technology and Communication Ltd","5678","socks4","34","412","2021-08-31T11:01:34.005Z","100","1","1"
"202.166.198.68","elite","AS17501","NP","WLIN","301","N/A","5678","socks4","45","1666","2021-08-31T11:01:33.950Z","100","1","1"
"152.32.215.107","elite","AS135377","HK","UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED","168","Ucloud Information Technology","1080","socks4","46","1","2021-08-31T11:01:33.519Z","100","1","1"
"103.122.168.77","elite","AS138293","IN","Spacetrade Internet Pvt Ltd","261","Spacetrade Internet Pvt Ltd","5678","socks4","43","30002","2021-08-31T11:01:33.463Z","100","1","1"
"85.172.39.178","elite","AS25490","RU","Southen Telecommunication Maintainer","227","OJSC Rostelecom Macroregional Branch South","5678","socks4","58","426","2021-08-31T11:01:33.185Z","100","1","1"
"185.99.33.171","elite","AS43824","LB","Masco Group","192","Matrix International SARL","5678","socks4","40","1","2021-08-31T11:01:33.895Z","100","1","1"
"43.231.134.195","elite","AS55352","IN","VOVINET Broadband Subscribers","230","Vovinet Infocom Pvt. Ltd","5678","socks4","73","1","2021-08-31T11:01:33.013Z","100","1","1"
"79.106.169.142","elite","AS42313","AL","Albtelecom Sh.a.","201","N/A","5678","socks4","46","401","2021-08-31T11:01:33.729Z","100","1","1"
"201.184.61.43","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","125","EPM Telecomunicaciones S.A. E.S.P","5678","socks4","54","1","2021-08-31T11:01:33.346Z","100","1","1"
"200.94.140.50","elite","AS11172","MX","Alestra, S. de R.L. de C.V.","80","Alestra, S. de R.L. de C.V.","40695","socks4","51","174","2021-08-31T11:01:33.614Z","100","1","1"
"91.92.78.207","elite","AS39251","BG","NETGUARD Ltd.","180","Flashnet","4145","socks4","36","365","2021-08-31T11:01:33.322Z","100","1","1"
"91.98.112.55","elite","AS16322","IR","Pars Online PJS","256","N/A","5678","socks4","52","567","2021-08-31T11:01:33.378Z","100","1","1"
"176.236.37.132","elite","AS34984","TR","Tellcom Iletisim Hizmetleri A.S.","214","Alpnettelithihrsanve","1080","socks4","34","427","2021-08-31T11:01:33.383Z","100","1","1"
"179.60.199.131","elite","AS12150","AR","COTELCAM","183","Cotelcam PPPoE","5678","socks4","44","396","2021-08-31T11:01:33.267Z","100","1","1"
"180.180.120.149","elite","AS23969","TH","TOT Public Company Limited","202","TOT Public Company Limited","5678","socks4","49","423","2021-08-31T11:01:33.984Z","100","1","1"
"164.163.221.40","elite","AS267455","BR","Fibracom Telecomunicacoes E Servicos Eireli - ME","229","Fibracom Telecomunicacoes E Servicos Eireli - ME","5678","socks4","38","30001","2021-08-31T11:01:33.080Z","100","1","1"
"93.180.221.132","elite","AS203217","IQ","Horizon Scope Mobile Telecom WLL","258","Horizon Scope Mobile Telecom WLL","5678","socks4","60","1","2021-08-31T11:01:33.987Z","100","1","1"
"37.77.239.49","elite","AS202237","CZ","Wic","163","Wic-Net, s.r.o.","5678","socks4","50","339","2021-08-31T11:01:33.165Z","100","1","1"
"118.174.133.192","elite","AS131293","TH","TOT Public Company Limited","207","TOT Public Company Limited","33704","socks4","49","1","2021-08-31T11:01:33.533Z","100","1","1"
"187.84.191.153","elite","AS262827","BR","Obti Operadora","196","Obti Operadora","4153","socks4","62","394","2021-08-31T11:01:33.094Z","100","1","1"
"103.77.41.86","elite","AS58965","IN","Anjani Broadband Solutions Pvt Ltd","254","Bright Net Technologies Pvt Ltd","5678","socks4","39","515","2021-08-31T11:01:32.223Z","100","1","1"
"202.148.20.254","elite","AS9794","ID","PT. Core Mediatech","196","N/A","5678","socks4","51","413","2021-08-31T11:01:32.923Z","100","1","1"
"18.157.160.191","elite","AS16509","DE","Amazon.com, Inc.","149","AWS EC2 (eu-central-1)","5678","socks4","41","307","2021-08-31T11:01:32.541Z","100","1","1"
"139.255.116.130","elite","AS9905","ID","PT. LINKNET","185","N/A","5678","socks4","59","1408","2021-08-31T11:01:32.392Z","100","1","1"
"177.91.248.254","elite","AS263224","PE","Empresa De Telecomunicaciones Multimedia Alfa","130","Empresa De Telecomunicaciones Multimedia Alfa","5678","socks4","54","277","2021-08-31T11:01:32.356Z","100","1","1"
"103.130.139.186","elite","AS133815","ID","Gedung Prima Sejahtera","735","N/A","5678","socks4","58","1210","2021-08-31T11:01:32.994Z","100","1","1"
"201.168.211.47","elite","AS19332","MX","Marcatel Com, S.A. de C.V.","N/A","Marcatel Com, S.A. de C.V","5678","socks4","34","7418","2021-08-31T11:01:32.832Z","0","0","1"
"91.185.36.48","elite","AS8345","RU","ADSL in Baikalsk","230","N/A","1080","socks4","37","467","2021-08-31T11:01:32.650Z","100","1","1"
"91.187.75.223","elite","AS6752","AD","Andorra Telecom SAU","186","N/A","5678","socks4","35","332","2021-08-31T11:01:32.478Z","100","1","1"
"118.179.42.226","elite","AS23956","BD","Dhakacom Limited","229","AmberIT Limited","5678","socks4","34","1","2021-08-31T11:01:32.812Z","100","1","1"
"177.12.178.5","elite","AS263033","BR","Linxbr Telecomunicacoes Ltda","168","Linxbr Telecomunicacoes Ltda","4153","socks4","40","340","2021-08-31T11:01:32.237Z","100","1","1"
"177.130.45.91","elite","AS262907","BR","Avato Tecnologia","204","Avato Tecnologia","5678","socks4","54","1","2021-08-31T11:01:32.997Z","100","1","1"
"114.108.218.138","elite","AS23944","PH","SKYBroadband","177","N/A","5678","socks4","35","358","2021-08-31T11:01:32.610Z","100","1","1"
"177.103.153.149","elite","AS27699","BR","Vivo","214","TELEF�NICA BRASIL S.A","5678","socks4","37","514","2021-08-31T11:01:32.727Z","100","1","1"
"41.138.240.186","elite","AS12684","KE","SES ASTRA S.A.","N/A","N/A","5678","socks4","53","30002","2021-08-31T11:01:32.532Z","0","0","1"
"185.97.114.179","elite","AS200590","KZ","KZNLS Network","260","N/A","3629","socks4","37","515","2021-08-31T11:01:32.322Z","100","1","1"
"103.94.67.94","elite","AS134013","IN","Mass Computer","263","N/A","5678","socks4","69","526","2021-08-31T11:01:31.340Z","100","1","1"
"83.238.80.21","elite","AS12741","PL","NETIA","175","N/A","5678","socks4","35","361","2021-08-31T11:01:31.201Z","100","1","1"
"103.121.62.137","elite","AS138146","BD","North Bengal Online","242","North Bengal Online","5678","socks4","56","N/A","2021-08-31T11:01:31.769Z",,,
"217.58.58.50","elite","AS3269","IT","INTERBUSINESS","180","Ognibene S.P.A.","4153","socks4","33","368","2021-08-31T11:01:31.210Z","100","1","1"
"217.113.28.190","elite","AS49800","AM","GNC","206","WEB Ltd","5678","socks4","35","457","2021-08-31T11:01:31.960Z","100","1","1"
"202.162.36.138","elite","AS17996","ID","PT Global Prima Utama","200","Uiinet","5678","socks4","47","3451","2021-08-31T11:01:31.538Z","100","1","1"
"177.54.201.168","elite","AS262461","BR","MT.NET - ServiÔos de Internet Ltda-ME","186","MT.NET - Serviços de Internet Ltda-ME","51735","socks4","42","423","2021-08-31T11:01:31.099Z","100","1","1"
"177.73.2.138","elite","AS53184","BR","INB TELECOM EIRELI","190","INB TELECOM EIRELI","5678","socks4","57","1","2021-08-31T11:01:31.794Z","100","1","1"
